helper,audit_status,current_effect,allocation_class,perry_heap_allocation,may_collect,may_reenter_js,reason,proof,runtime_locations,declaration_locations,literal_direct_call_locations,declaration_occurrences,literal_direct_call_occurrences,dynamic_calls,dynamic_window,dynamic_binary_sha256
js_node_http_im_once,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:226,,1,0,,,
js_node_http_im_pause,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:222,,1,0,,,
js_node_http_im_pause_self,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi_part2.rs:25,,1,0,,,
js_node_http_im_raw_headers_json,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:212,,1,0,,,
js_node_http_im_raw_trailers_json,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:215,,1,0,,,
js_node_http_im_read,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:227,,1,0,,,
js_node_http_im_remote_address,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:220,,1,0,,,
js_node_http_im_remote_port,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:221,,1,0,,,
js_node_http_im_resume,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:223,,1,0,,,
js_node_http_im_resume_self,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi_part2.rs:26,,1,0,,,
js_node_http_im_set_timeout,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:228,,1,0,,,
js_node_http_im_trailers_distinct_json,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:216,,1,0,,,
js_node_http_im_trailers_json,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:214,,1,0,,,
js_node_http_im_url,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:209,,1,0,,,
js_node_http_res_add_trailers,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:270,,1,0,,,
js_node_http_res_append_header,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:241,,1,0,,,
js_node_http_res_cork,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:274,,1,0,,,
js_node_http_res_end,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:271,,1,0,,,
js_node_http_res_end_full,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:272,,1,0,,,
js_node_http_res_finished,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:247,,1,0,,,
js_node_http_res_flush_headers,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:273,,1,0,,,
js_node_http_res_get_header,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:235,,1,0,,,
js_node_http_res_get_header_names_json,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:240,,1,0,,,
js_node_http_res_get_headers_json,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:239,,1,0,,,
js_node_http_res_get_status,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:231,,1,0,,,
js_node_http_res_get_status_message,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:243,,1,0,,,
js_node_http_res_has_header,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:237,,1,0,,,
js_node_http_res_has_header_value,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:238,,1,0,,,
js_node_http_res_headers_sent,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:244,,1,0,,,
js_node_http_res_on,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:284,,1,0,,,
js_node_http_res_remove_header,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:236,,1,0,,,
js_node_http_res_req_handle,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:256,,1,0,,,
js_node_http_res_send_date,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:248,,1,0,,,
js_node_http_res_set_header,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:233,,1,0,,,
js_node_http_res_set_header_self,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:234,,1,0,,,
js_node_http_res_set_headers,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:242,,1,0,,,
js_node_http_res_set_send_date,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:249,,1,0,,,
js_node_http_res_set_status,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:230,,1,0,,,
js_node_http_res_set_status_message,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:232,,1,0,,,
js_node_http_res_set_strict_content_length,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:251,,1,0,,,
js_node_http_res_set_timeout,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:276,,1,0,,,
js_node_http_res_strict_content_length,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:250,,1,0,,,
js_node_http_res_uncork,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:275,,1,0,,,
js_node_http_res_writable_ended,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:245,,1,0,,,
js_node_http_res_writable_finished,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:246,,1,0,,,
js_node_http_res_write,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:262,,1,0,,,
js_node_http_res_write_continue,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:282,,1,0,,,
js_node_http_res_write_early_hints,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:277,,1,0,,,
