helper,audit_status,current_effect,allocation_class,perry_heap_allocation,may_collect,may_reenter_js,reason,proof,runtime_locations,declaration_locations,literal_direct_call_locations,declaration_occurrences,literal_direct_call_occurrences,dynamic_calls,dynamic_window,dynamic_binary_sha256,post-opt_callsites,post-opt_statepoints,post-opt_gc_live_operands,post-rs4gc_callsites,post-rs4gc_statepoints,post-rs4gc_gc_live_operands,pre-rs4gc_callsites,pre-rs4gc_statepoints,pre-rs4gc_gc_live_operands
js_object_mark_class,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/class_registry/parent_static.rs:478,crates/perry-codegen/src/runtime_decls/objects.rs:89,crates/perry-codegen/src/expr/static_field_meta.rs:466,1,1,,,,972,865,7437,972,865,7437,972,0,0
js_object_property_is_enumerable,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/object_ops/has_own.rs:491,crates/perry-codegen/src/runtime_decls/strings_part2.rs:157,,1,0,,,,3,3,12,4,4,14,4,0,0
js_object_rest,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/delete_rest.rs:1069,crates/perry-codegen/src/runtime_decls/objects.rs:367,crates/perry-codegen/src/expr/bigint_set.rs:453,1,1,,,,133,133,506,133,133,506,133,0,0
js_object_set_field,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/field_get_set/field_ops.rs:101,crates/perry-codegen/src/runtime_decls/objects.rs:110,crates/perry-codegen/src/expr/object_literal.rs:515,1,1,,,,5898,5456,10153,5898,5456,10153,7328,0,0
js_object_set_field_by_name,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/field_set_by_name.rs:43,crates/perry-codegen/src/runtime_decls/objects.rs:112,crates/perry-codegen/src/expr/dyn_extern_i18n.rs:464;crates/perry-codegen/src/expr/logical_collections.rs:517;crates/perry-codegen/src/expr/logical_collections.rs:1474;crates/perry-codegen/src/expr/member_update.rs:278;crates/perry-codegen/src/expr/object_literal.rs:298;crates/perry-codegen/src/expr/object_literal.rs:314;crates/perry-codegen/src/expr/pod_record.rs:389;crates/perry-codegen/src/expr/pod_record.rs:413;crates/perry-codegen/src/expr/pod_record.rs:584;crates/perry-codegen/src/expr/pod_record.rs:606;crates/perry-codegen/src/expr/static_field_meta.rs:583;crates/perry-codegen/src/expr/static_field_meta.rs:652;crates/perry-codegen/src/expr/static_field_meta.rs:680;crates/perry-codegen/src/lower_call/field_init.rs:899;crates/perry-codegen/src/lower_call/native/native_instance_branch.rs:280;crates/perry-codegen/src/lower_call/native/native_instance_branch.rs:435;crates/perry-codegen/src/lower_call/scalar_method.rs:661,1,17,,,,834,822,6529,834,822,6529,834,0,0
js_object_set_field_by_name_nonenum,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/field_set_by_name/attr_variants.rs:16,crates/perry-codegen/src/runtime_decls/objects.rs:118,crates/perry-codegen/src/expr/this_super_call.rs:1304;crates/perry-codegen/src/expr/this_super_call.rs:1636;crates/perry-codegen/src/lower_call/new_error_init.rs:85,1,3,,,,79,79,187,79,79,187,79,0,0
js_object_set_field_by_property_id,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/field_get_set/ic_miss.rs:146,crates/perry-codegen/src/runtime_decls/objects.rs:113,crates/perry-codegen/src/expr/property_set.rs:176,1,1,,,,886,886,15067,886,886,15067,886,0,0
js_object_set_index_polymorphic,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/polymorphic_index.rs:346,crates/perry-codegen/src/runtime_decls/objects.rs:272,crates/perry-codegen/src/expr/arrays_finds.rs:1068,1,1,,,,16,16,215,16,16,215,16,0,0
js_object_set_method_by_name,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/symbol/properties.rs:767,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:460,,1,0,,,,13,13,31,13,13,31,13,0,0
js_object_set_property_key_method,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/property_key.rs:264,crates/perry-codegen/src/runtime_decls/strings_part2.rs:302,,1,0,,,,2,2,2,2,2,2,2,0,0
js_object_set_prototype_of,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/object_ops/define_properties.rs:213,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:30,crates/perry-codegen/src/expr/string_regex_proc.rs:188,1,1,,,,129,129,358,129,129,358,129,0,0
js_object_set_symbol_property,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/symbol/properties.rs:486,crates/perry-codegen/src/runtime_decls/strings_part2.rs:290,crates/perry-codegen/src/expr/index_set.rs:1566,1,1,,,,25,7,87,25,7,87,26,0,0
js_object_shape_id_for_keys,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/shapes.rs:813,crates/perry-codegen/src/runtime_decls/strings.rs:1142,crates/perry-codegen/src/codegen/string_pool.rs:624,1,1,,,,6623,0,0,6623,0,0,6623,0,0
js_object_to_string,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/to_string_tag.rs:100,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:484,,1,0,,,,31,30,46,33,32,51,33,0,0
js_object_values_value,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/field_get_set/enumeration.rs:835,crates/perry-codegen/src/runtime_decls/strings.rs:1670,crates/perry-codegen/src/expr/instance_misc1.rs:951,1,1,,,,153,153,727,153,153,727,153,0,0
js_os_arch,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/os.rs:61,crates/perry-codegen/src/runtime_decls/strings.rs:1065,crates/perry-codegen/src/expr/string_regex_proc.rs:583,1,1,,,,72,69,245,72,69,245,72,0,0
js_os_eol,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/os.rs:937,crates/perry-codegen/src/runtime_decls/strings.rs:1069,crates/perry-codegen/src/expr/env_clones.rs:209,1,1,,,,4,4,9,4,4,9,4,0,0
js_os_homedir,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/os.rs:166,crates/perry-codegen/src/runtime_decls/stdlib_ffi/data_stores.rs:235,crates/perry-codegen/src/expr/string_regex_proc.rs:608,1,1,,,,94,88,232,94,88,232,94,0,0
js_os_hostname,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/os.rs:142,crates/perry-codegen/src/runtime_decls/strings.rs:1068,crates/perry-codegen/src/expr/string_regex_proc.rs:603,1,1,,,,4,4,11,4,4,11,4,0,0
js_os_platform,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/os.rs:34,crates/perry-codegen/src/runtime_decls/strings.rs:1064,crates/perry-codegen/src/expr/string_regex_proc.rs:593,1,1,,,,267,236,861,266,236,861,266,0,0
js_os_release,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/os.rs:882,crates/perry-codegen/src/runtime_decls/strings.rs:1067,crates/perry-codegen/src/expr/string_regex_proc.rs:598,1,1,,,,7,6,8,7,6,8,7,0,0
js_os_tmpdir,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/os.rs:209,crates/perry-codegen/src/runtime_decls/stdlib_ffi/data_stores.rs:237,crates/perry-codegen/src/expr/string_regex_proc.rs:613,1,1,,,,11,9,33,11,9,33,11,0,0
js_os_type,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/os.rs:856,crates/perry-codegen/src/runtime_decls/strings.rs:1066,crates/perry-codegen/src/expr/string_regex_proc.rs:588,1,1,,,,3,3,4,3,3,4,3,0,0
js_os_user_info,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/os.rs:1265,crates/perry-codegen/src/runtime_decls/stdlib_ffi/data_stores.rs:240,crates/perry-codegen/src/expr/string_regex_proc.rs:631,1,1,,,,3,1,1,3,1,1,3,0,0
js_os_version,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/os.rs:496,crates/perry-codegen/src/runtime_decls/strings.rs:1075,crates/perry-codegen/src/expr/os_uri_dates.rs:77,1,1,,,,1,1,0,1,1,0,1,0,0
js_packed_arraylike_index_get,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/subclass_packed_index.rs:35,crates/perry-codegen/src/runtime_decls/strings.rs:724,crates/perry-codegen/src/expr/index_get/inline_dyn_typed_array.rs:853;crates/perry-codegen/src/stmt/stable_packed_loop.rs:1346,1,2,,,,27070,27049,224658,27071,27050,224668,27188,0,0
js_packed_arraylike_loop_guard_live,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/subclass_loop_guard.rs:286,crates/perry-codegen/src/runtime_decls/strings.rs:737,crates/perry-codegen/src/stmt/stable_packed_loop.rs:1604,1,1,,,,111,111,465,111,111,465,116,0,0
js_packed_arraylike_loop_revalidate_live,unreviewed,CannotCollect,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/subclass_loop_guard.rs:370,crates/perry-codegen/src/runtime_decls/strings.rs:745,crates/perry-codegen/src/stmt/stable_packed_loop.rs:924;crates/perry-codegen/src/stmt/stable_packed_loop.rs:1494,1,2,,,,3,1,3,3,1,3,3,0,0
js_param_or_class_capture_value,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/class_constructors.rs:388,crates/perry-codegen/src/runtime_decls/strings.rs:1469,crates/perry-codegen/src/expr/static_field_meta.rs:259,1,1,,,,29446,29446,116792,29446,29446,116792,29445,0,0
js_param_type_guard,unreviewed,CannotCollect,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/param_type_guard.rs:746,crates/perry-codegen/src/runtime_decls/mod.rs:175,crates/perry-codegen/src/codegen/function.rs:418;crates/perry-codegen/src/lower_call/func_ref.rs:191,1,2,,,,2,0,0,2,0,0,2,0,0
js_parse_float,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/builtins/numbers.rs:177,crates/perry-codegen/src/runtime_decls/strings.rs:1280,crates/perry-codegen/src/expr/logical_collections.rs:1274,1,1,,,,65,65,171,65,65,171,65,0,0
js_parse_int,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/builtins/numbers.rs:14,crates/perry-codegen/src/runtime_decls/strings.rs:1279,crates/perry-codegen/src/expr/logical_collections.rs:1267,1,1,,,,478,459,1329,478,459,1329,481,0,0
js_path_arg_header,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/path/value_args.rs:49,crates/perry-codegen/src/runtime_decls/strings.rs:1706,crates/perry-codegen/src/expr/array_methods.rs:300;crates/perry-codegen/src/expr/array_methods.rs:307;crates/perry-codegen/src/expr/arrays_finds.rs:696;crates/perry-codegen/src/expr/instance_misc1.rs:1043;crates/perry-codegen/src/expr/instance_misc1.rs:1081;crates/perry-codegen/src/expr/instance_misc1.rs:1100;crates/perry-codegen/src/expr/instance_misc1.rs:1295;crates/perry-codegen/src/expr/instance_misc1.rs:1553;crates/perry-codegen/src/expr/instance_misc1.rs:1579;crates/perry-codegen/src/expr/misc_methods.rs:249,1,10,,,,572,567,2072,572,567,2072,572,0,0
js_path_basename,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/path.rs:528,crates/perry-codegen/src/runtime_decls/strings.rs:1725,crates/perry-codegen/src/expr/instance_misc1.rs:1554,1,1,,,,111,111,594,111,111,594,111,0,0
js_path_delimiter_get,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/path.rs:1055,crates/perry-codegen/src/runtime_decls/strings.rs:1729,crates/perry-codegen/src/expr/arrays_finds.rs:708,1,1,,,,1,1,1,1,1,1,1,0,0
js_path_dirname,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/path.rs:512,crates/perry-codegen/src/runtime_decls/strings.rs:1693,crates/perry-codegen/src/expr/instance_misc1.rs:1296,1,1,,,,160,160,548,160,160,548,160,0,0
js_path_extname,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/path.rs:544,crates/perry-codegen/src/runtime_decls/strings.rs:1727,crates/perry-codegen/src/expr/arrays_finds.rs:697,1,1,,,,30,30,86,30,30,86,30,0,0
